,target,text
3316,ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
1792,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
4507,ham,Not able to do anything.
3960,ham,Your dad is back in ph?
426,ham,aathi..where are you dear..
93,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
1101,ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
4374,spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
4967,ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
1244,ham,Now? I'm going out 4 dinner soon..
158,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
919,ham,Dont talk to him ever ok its my word.
180,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
4215,ham,Er mw im filled tuth is aight
212,ham,K:)k:)good:)study well.
2963,spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
1485,ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
3290,ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
1646,ham,Thts wat Wright Brother did to fly..
518,ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
2563,ham,K..k..i'm also fine:)when will you complete the course?
86,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
1183,ham,Am i that much bad to avoid like this?
3436,ham,Then what about further plan?
1848,ham,I dont want to hear philosophy. Just say what happen
1776,spam,Call FREEPHONE 0800 542 0578 now!
3570,ham,But you dint in touch with me.
1081,ham,Can u get pic msgs to your phone?
2752,ham,Sat right? Okay thanks... 
5376,ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
2808,ham,Oh yeah I forgot. U can only take 2 out shopping at once.
3324,ham,Nope... Juz off from work...
143,ham,I know you are. Can you pls open the back?
467,ham,When are you going to ride your bike?
1335,ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
4371,spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
627,ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
3381,ham,"Well, I meant as opposed to my drunken night of before"
1143,ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
571,ham,Do you know where my lab goggles went
913,ham,Ok lor but not too early. Me still having project meeting now.
4652,ham,Lol yes. But it will add some spice to your day.
5457,ham,Arun can u transfr me d amt
260,ham,Yup
4087,ham,He needs to stop going to bed and make with the fucking dealing
930,ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
5492,spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
4949,ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
2900,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
4450,ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
2643,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
4478,ham,Erutupalam thandiyachu
2610,ham,"As usual..iam fine, happy &amp; doing well..:)"
2838,ham,"Easy mate, * guess the quick drink was bit ambitious."
4416,ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
1800,ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
2008,ham,See the forwarding message for proof
1878,ham,I AM AT A PARTY WITH ALEX NICHOLS
5412,ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
4243,ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
5312,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
4316,ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
3784,ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
3267,ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
2687,ham,Okie
4773,ham,U repeat e instructions again. Wat's e road name of ur house?
1745,ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
3629,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
783,spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
4559,ham,I'm awake oh. What's up.
3811,ham,Yep then is fine 7.30 or 8.30 for ice age.
2922,ham,Fine am simply sitting.
1923,ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
689,spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
1078,ham,Convey my regards to him
535,ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
1397,ham,Then we wait 4 u lor... No need 2 feel bad lar...
782,ham,Beerage?
5355,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
580,ham,Huh so early.. Then Ì_ having dinner outside izzit?
1231,ham,have got * few things to do. may be in * pub later.
547,ham,"Sorry that took so long, omw now"
2235,ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel
5225,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
664,ham,Yes baby! We can study all the positions of the kama sutra ;)
5424,ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
3000,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
2205,ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
1118,ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
550,ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
3581,ham,You are right. Meanwhile how's project twins comin up
2870,ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
4764,ham,if you text on your way to cup stop that should work. And that should be BUS
2245,ham,How did you find out in a way that didn't include all of these details
2228,ham,Those were my exact intentions
1369,ham,Did you try making another butt.
864,ham,Dude ive been seeing a lotta corvettes lately
2960,ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
3510,ham,I'm serious. You are in the money base
3516,ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
1059,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
2180,ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
486,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
2848,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
4031,ham,I'm very happy for you babe ! Woo hoo party on dude!
3079,ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
4993,ham,My drive can only be read. I need to write
5491,ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
3403,ham,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...
4942,ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
1465,spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
1194,ham,Ok... C ya...
3449,ham,Ya just telling abt tht incident..
5448,ham,"aight we can pick some up, you open before tonight?"
1084,ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
5367,ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
4645,spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
536,ham,"Probably gonna be here for a while, see you later tonight &lt;)"
5070,ham,As in different styles?
3312,ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
3002,ham,I will see in half an hour
2894,ham,Went to ganesh dress shop
4553,ham,Try to do something dear. You read something for exams
3090,spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
